174,55
115,99
199,156
188,110
168,63
34,95
56,101
91,118
97,164
82,68
98,32
108,117
60,128
172,67
56,161
96,159
134,7
122,145
183,48
125,91
61,6
169,118
149,0
110,143
98,135
197,107
151,89
17,51
196,34
42,130
144,85
78,30
162,167
12,143
103,150
16,71
161,188
101,114
123,17
48,82
28,11
89,144
52,92
28,160
148,127
180,157
190,196
119,179
140,125
29,190
133,157
73,183
174,106
108,14
103,111
62,53
112,121
134,145
124,19
192,175
101,44
135,106
186,115
30,45
143,13
49,188
40,83
53,14
37,171
34,176
159,187
39,52
156,69
37,25
98,184
16,84
131,154
50,97
149,194
152,192
195,36
35,40
24,128
92,116
151,39
101,75
97,85
69,86
119,131
4,118
82,57
108,153
102,165
41,98
85,79
176,137
22,15
122,54
10,60
179,50
105,67
181,96
159,37
160,65
166,19
73,98
5,154
196,172
190,43
80,52
178,67
101,30
109,45
153,17
171,47
61,102
66,21
153,197
47,168
93,117
185,26
195,144
74,172
20,34
5,0
196,188
146,153
82,185
173,110
163,55
152,154
48,51
124,115
57,199
8,121
39,139
63,119
175,46
65,35
79,78
196,59
190,38
52,49
166,55
200,44
145,35
126,86
31,65
142,103
196,173
5,54
107,57
96,116
43,121
135,139
159,84
96,83
93,195
180,21
62,138
